Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN12789,2,2,2,3,meal_plan_1,0,room_type6,178,10/28/2018,online,0,0,0,162.9,2,canceled
INN12790,2,1,0,3,meal_plan_1,0,room_type1,1,3/17/2018,online,0,0,0,119.67,2,not_canceled
INN12791,2,0,0,2,meal_plan_1,0,room_type4,22,11/11/2018,online,0,0,0,130,3,not_canceled
INN12792,1,0,1,1,meal_plan_1,0,room_type1,4,4/18/2018,online,0,0,0,73.92,1,not_canceled
INN12793,2,1,1,4,meal_plan_1,0,room_type1,239,12/26/2018,online,0,0,0,92.65,0,canceled
INN12794,2,0,1,2,meal_plan_1,0,room_type4,91,6/3/2018,offline,0,0,0,90.95,0,canceled
INN12795,2,0,0,2,meal_plan_1,0,room_type1,322,12/9/2018,offline,0,0,0,52,0,not_canceled
INN12796,2,0,0,1,meal_plan_1,0,room_type1,30,5/21/2018,online,0,0,0,126.9,1,not_canceled
INN12797,2,0,0,2,meal_plan_1,0,room_type1,256,8/26/2018,offline,0,0,0,72.25,1,not_canceled
INN12798,2,0,2,5,meal_plan_1,0,room_type1,157,10/22/2018,online,0,0,0,102.86,2,canceled
INN12799,2,1,1,0,meal_plan_1,0,room_type1,91,8/14/2018,online,0,0,0,120.69,1,not_canceled
INN12800,1,0,2,4,meal_plan_1,0,room_type1,69,6/12/2018,offline,0,0,0,120,0,canceled
INN12801,2,0,0,1,not_selected,0,room_type1,1,8/26/2018,online,0,0,0,139,1,not_canceled
INN12802,2,0,0,2,meal_plan_1,0,room_type1,15,12/10/2017,corporate,0,0,0,75,1,not_canceled
INN12803,2,0,0,4,meal_plan_1,0,room_type1,270,4/20/2018,offline,0,0,0,80,0,not_canceled
INN12804,2,0,2,2,meal_plan_1,0,room_type1,211,10/21/2018,online,0,0,0,72.76,0,canceled
INN12805,2,0,2,5,meal_plan_1,0,room_type1,247,9/26/2018,online,0,0,0,100.3,1,canceled
INN12806,2,0,2,1,meal_plan_1,0,room_type4,31,10/25/2017,offline,0,0,0,75,1,not_canceled
INN12807,1,0,0,2,meal_plan_1,0,room_type1,31,2/4/2018,corporate,0,0,0,71,0,not_canceled
INN12808,1,0,1,2,meal_plan_1,0,room_type1,0,8/31/2017,corporate,0,0,0,95.5,0,not_canceled
INN12809,1,0,1,2,meal_plan_1,0,room_type1,63,3/11/2018,online,0,0,0,72.9,1,not_canceled
INN12810,2,1,2,2,meal_plan_1,0,room_type1,10,2/13/2018,online,0,0,0,91,0,not_canceled
INN12811,2,0,0,2,meal_plan_1,0,room_type1,211,5/20/2018,offline,0,0,0,100,0,canceled
INN12812,1,0,0,1,meal_plan_1,0,room_type1,2,1/30/2018,online,0,0,0,80,1,not_canceled
INN12813,2,0,0,1,meal_plan_1,0,room_type1,121,6/9/2018,offline,0,0,0,120,0,canceled
INN12814,2,0,2,2,meal_plan_1,0,room_type1,14,12/26/2017,online,0,0,0,99.5,0,not_canceled
INN12815,1,0,1,3,meal_plan_1,0,room_type1,118,6/6/2018,offline,0,0,0,110,0,not_canceled
INN12816,2,1,0,3,meal_plan_1,0,room_type1,46,12/8/2018,online,0,0,0,111.6,1,not_canceled
INN12817,2,0,0,2,meal_plan_1,0,room_type1,68,9/29/2017,offline,0,0,0,48,0,not_canceled
INN12818,2,2,0,3,meal_plan_1,0,room_type6,55,10/6/2018,online,0,0,0,190.8,0,canceled
INN12819,3,0,2,1,meal_plan_1,0,room_type1,148,8/21/2018,offline,0,0,0,96.9,0,not_canceled
INN12820,1,0,0,1,meal_plan_1,0,room_type1,1,3/30/2018,corporate,0,0,0,89,0,not_canceled
INN12821,2,0,0,2,meal_plan_1,0,room_type4,18,5/13/2018,online,0,0,0,156,0,canceled
INN12822,2,0,0,3,meal_plan_1,0,room_type1,124,4/5/2018,offline,0,0,0,71,0,not_canceled
INN12823,2,0,1,4,meal_plan_1,0,room_type1,275,10/5/2018,offline,0,0,0,90,0,canceled
INN12824,2,0,1,2,meal_plan_1,0,room_type1,121,6/24/2018,offline,0,0,0,90,0,canceled
INN12825,2,0,2,1,meal_plan_1,0,room_type1,110,4/9/2018,online,0,0,0,93.3,0,not_canceled
INN12826,2,0,1,0,meal_plan_1,0,room_type1,0,12/12/2018,complementary,1,0,1,0,2,not_canceled
INN12827,1,0,2,0,meal_plan_1,0,room_type1,0,9/27/2017,corporate,1,1,2,65,0,not_canceled
INN12828,1,0,0,3,meal_plan_1,0,room_type1,151,1/19/2018,offline,0,0,0,80,0,not_canceled
INN12829,1,0,1,2,meal_plan_1,0,room_type1,118,6/6/2018,offline,0,0,0,110,0,not_canceled
INN12830,2,0,1,3,not_selected,0,room_type1,240,10/27/2018,online,0,0,0,80.75,0,canceled
INN12831,2,0,2,3,meal_plan_2,0,room_type1,66,11/6/2018,online,0,0,0,150.22,0,canceled
INN12832,2,0,1,2,meal_plan_2,0,room_type1,418,9/26/2018,offline,0,0,0,107,0,canceled
INN12833,2,0,2,3,meal_plan_1,0,room_type1,40,5/21/2018,online,0,0,0,126.9,0,canceled
INN12834,2,0,1,2,meal_plan_1,0,room_type4,189,3/25/2018,offline,0,0,0,60,1,not_canceled
INN12835,1,0,1,0,not_selected,0,room_type1,6,9/12/2018,online,0,0,0,129,2,not_canceled
INN12836,1,0,1,4,meal_plan_1,0,room_type1,64,9/14/2018,offline,0,0,0,92.48,0,not_canceled
INN12837,2,0,1,2,meal_plan_1,0,room_type1,25,9/16/2018,online,0,0,0,155.67,4,not_canceled
INN12838,3,0,0,3,meal_plan_1,0,room_type4,5,3/24/2018,online,0,0,0,183.67,2,not_canceled
INN12839,2,0,0,3,meal_plan_1,0,room_type1,64,9/28/2018,offline,0,0,0,101.52,0,not_canceled
INN12840,1,0,0,3,meal_plan_1,0,room_type1,0,9/8/2017,online,0,0,0,142.67,1,not_canceled
INN12841,1,0,0,2,meal_plan_1,0,room_type1,151,1/19/2018,offline,0,0,0,70,0,not_canceled
INN12842,2,0,1,1,meal_plan_1,0,room_type1,183,8/8/2018,online,0,0,0,105.3,1,canceled
INN12843,1,0,0,1,meal_plan_1,0,room_type1,28,12/18/2017,corporate,0,0,0,65,0,not_canceled
INN12844,1,0,1,2,not_selected,0,room_type1,4,3/4/2018,online,0,0,0,89,2,not_canceled
INN12845,2,2,2,2,meal_plan_1,0,room_type6,50,12/23/2018,online,0,0,0,156.6,0,canceled
INN12846,2,0,0,2,meal_plan_1,0,room_type4,20,1/21/2018,online,0,0,0,99,1,not_canceled
INN12847,2,0,0,3,meal_plan_2,0,room_type1,85,9/30/2017,offline,0,0,0,125,0,not_canceled
INN12848,2,0,2,4,meal_plan_1,0,room_type4,54,10/30/2018,online,0,0,0,111,1,canceled
INN12849,1,0,2,3,meal_plan_1,0,room_type1,17,10/9/2018,aviation,0,0,0,95,0,not_canceled
INN12850,2,0,1,4,meal_plan_1,0,room_type5,40,9/5/2018,online,0,0,0,115.2,0,not_canceled
INN12851,2,0,1,3,meal_plan_1,0,room_type1,250,9/26/2018,offline,0,0,0,95,0,canceled
INN12852,2,0,0,2,meal_plan_1,0,room_type4,16,12/30/2018,online,0,0,0,148,1,not_canceled
INN12853,2,1,2,1,meal_plan_1,0,room_type1,107,5/7/2018,online,0,0,0,130,1,canceled
INN12854,1,0,1,3,not_selected,0,room_type1,6,11/16/2017,online,0,0,0,73.15,0,not_canceled
INN12855,2,0,0,2,meal_plan_1,0,room_type4,28,9/10/2017,offline,0,0,0,97,0,not_canceled
INN12856,2,0,2,2,meal_plan_1,0,room_type2,66,2/27/2018,online,0,0,0,65.66,0,canceled
INN12857,1,0,0,1,meal_plan_1,0,room_type1,0,6/22/2018,aviation,0,0,0,95,0,not_canceled
INN12858,2,0,2,3,not_selected,0,room_type1,144,10/23/2018,online,0,0,0,91.26,2,not_canceled
INN12859,2,0,1,2,meal_plan_1,0,room_type1,280,9/19/2018,offline,0,0,0,110,0,canceled
INN12860,2,0,1,2,meal_plan_1,0,room_type1,38,5/23/2018,online,0,0,0,126.9,1,canceled
INN12861,2,0,1,2,meal_plan_1,0,room_type1,222,12/2/2018,online,0,0,0,72.9,2,canceled
INN12862,2,0,2,1,not_selected,0,room_type1,134,11/12/2018,online,0,0,0,79.2,0,canceled
INN12863,2,0,0,2,meal_plan_2,0,room_type1,74,9/18/2017,offline,0,0,0,101.5,0,not_canceled
INN12864,2,0,0,2,meal_plan_1,0,room_type1,105,7/8/2017,online,0,0,0,76.5,1,canceled
INN12865,2,1,1,2,meal_plan_1,0,room_type1,42,4/29/2018,online,0,0,0,143.1,2,not_canceled
INN12866,2,0,0,5,meal_plan_2,0,room_type1,5,11/8/2018,online,0,0,0,134.3,1,not_canceled
INN12867,3,0,2,2,meal_plan_1,0,room_type4,18,2/28/2018,online,0,0,0,130,2,not_canceled
INN12868,2,0,0,3,meal_plan_1,0,room_type1,134,8/13/2017,online,0,0,0,76.5,2,not_canceled
INN12869,2,1,0,3,meal_plan_1,0,room_type1,92,8/6/2017,offline,0,0,0,76.08,2,not_canceled
INN12870,2,0,0,1,not_selected,1,room_type1,1,12/30/2017,online,0,0,0,114,1,not_canceled
INN12871,2,0,0,4,meal_plan_1,0,room_type1,84,4/27/2018,online,0,0,0,105.4,1,not_canceled
INN12872,2,0,2,1,meal_plan_1,0,room_type1,87,6/26/2018,online,0,0,0,102.3,1,not_canceled
INN12873,2,0,0,3,meal_plan_1,0,room_type1,9,5/31/2018,online,0,0,0,104.8,0,not_canceled
INN12874,2,0,0,1,meal_plan_1,0,room_type1,0,8/11/2017,complementary,0,0,0,0,0,not_canceled
INN12875,0,2,2,2,meal_plan_1,0,room_type2,87,5/29/2018,online,0,0,0,112.01,1,not_canceled
INN12876,0,2,2,2,meal_plan_1,0,room_type2,115,6/26/2018,online,0,0,0,92.12,0,canceled
INN12877,2,0,2,2,meal_plan_1,0,room_type1,79,7/9/2018,online,0,0,0,112.05,0,canceled
INN12878,1,0,1,0,not_selected,0,room_type1,3,6/27/2018,offline,0,0,0,124,0,not_canceled
INN12879,2,0,1,2,meal_plan_1,0,room_type1,186,4/22/2018,offline,0,0,0,80,0,not_canceled
INN12880,1,0,0,1,meal_plan_1,0,room_type1,12,6/8/2018,offline,0,0,0,90,1,not_canceled
INN12881,2,0,0,3,meal_plan_1,0,room_type1,7,5/5/2018,offline,0,0,0,144,0,not_canceled
INN12882,2,0,2,1,meal_plan_1,0,room_type1,59,11/12/2018,offline,0,0,0,75,0,not_canceled
INN12883,2,0,0,1,meal_plan_1,0,room_type1,1,2/27/2018,online,0,0,0,102,1,not_canceled
INN12884,2,0,0,1,meal_plan_1,0,room_type1,56,6/8/2018,offline,0,0,0,120,0,not_canceled
INN12885,2,0,1,2,meal_plan_1,0,room_type1,124,8/1/2018,online,0,0,0,105.3,1,not_canceled
INN12886,2,0,2,3,meal_plan_1,0,room_type1,12,12/3/2018,offline,0,0,0,68,2,not_canceled
INN12887,2,0,0,4,meal_plan_1,0,room_type1,7,8/26/2017,online,0,0,0,90,2,not_canceled
INN12888,2,0,2,1,meal_plan_1,0,room_type4,70,3/13/2018,online,0,0,0,87.3,0,canceled
INN12889,2,0,0,3,meal_plan_1,0,room_type4,54,4/7/2018,online,0,0,0,118.8,1,not_canceled
INN12890,2,0,2,8,meal_plan_1,0,room_type4,78,3/1/2018,online,0,0,0,83.85,1,not_canceled
INN12891,2,0,0,1,not_selected,0,room_type1,33,12/10/2018,online,0,0,0,88,1,not_canceled
INN12892,2,0,0,2,meal_plan_1,0,room_type1,86,9/24/2017,offline,0,0,0,105,0,not_canceled
INN12893,2,1,0,2,meal_plan_1,0,room_type1,195,8/30/2018,online,0,0,0,112.5,1,canceled
INN12894,1,0,1,0,meal_plan_1,0,room_type1,13,11/15/2017,corporate,0,0,0,65,0,not_canceled
INN12895,2,0,1,4,meal_plan_1,0,room_type1,17,12/21/2017,offline,0,0,0,58,0,not_canceled
INN12896,2,0,0,2,meal_plan_2,0,room_type1,39,8/14/2017,offline,0,0,0,101.5,0,not_canceled
INN12897,1,0,1,1,meal_plan_1,0,room_type1,60,10/12/2017,offline,0,0,0,60,0,not_canceled
INN12898,2,0,1,2,meal_plan_1,0,room_type1,91,4/4/2018,offline,0,0,0,80,0,canceled
INN12899,1,1,2,1,meal_plan_1,0,room_type6,69,5/7/2018,online,0,0,0,198.9,0,not_canceled
INN12900,3,0,1,2,meal_plan_1,0,room_type1,80,4/11/2018,online,0,0,0,137.7,2,not_canceled
INN12901,3,0,0,3,meal_plan_1,0,room_type1,111,4/26/2018,offline,0,0,0,105.4,1,not_canceled
INN12902,1,0,0,1,meal_plan_1,0,room_type1,1,11/19/2017,corporate,1,1,0,65,0,not_canceled
INN12903,2,0,0,3,not_selected,0,room_type1,34,4/14/2018,online,0,0,0,100.5,0,canceled
INN12904,2,0,1,1,meal_plan_2,0,room_type5,96,9/28/2017,offline,0,0,0,138,0,canceled
INN12905,2,0,2,2,meal_plan_1,0,room_type1,226,10/29/2018,offline,0,0,0,70,1,not_canceled
INN12906,2,0,0,3,not_selected,0,room_type1,24,8/31/2018,online,0,0,0,110,0,not_canceled
INN12907,2,0,2,3,not_selected,0,room_type1,116,9/25/2018,online,0,0,0,125.1,2,not_canceled
INN12908,2,0,2,2,meal_plan_1,0,room_type2,109,4/16/2018,online,0,0,0,75.76,0,not_canceled
INN12909,1,0,0,1,meal_plan_1,0,room_type1,0,4/7/2018,complementary,1,0,21,0,1,not_canceled
INN12910,2,0,0,1,not_selected,0,room_type1,17,3/19/2018,online,0,0,0,97,0,not_canceled
INN12911,1,0,0,1,meal_plan_1,0,room_type1,6,5/31/2018,corporate,0,0,0,65,0,not_canceled
INN12912,2,0,2,3,meal_plan_1,0,room_type1,27,3/6/2018,offline,0,0,0,87,0,not_canceled
INN12913,2,0,0,3,meal_plan_1,0,room_type1,89,7/5/2018,online,0,0,0,114.3,0,canceled
INN12914,2,0,0,1,meal_plan_1,0,room_type1,0,2/27/2018,online,0,0,0,89,1,not_canceled
INN12915,1,0,1,1,meal_plan_1,0,room_type1,0,3/21/2018,corporate,1,0,1,79,0,not_canceled
INN12916,2,0,1,2,meal_plan_1,0,room_type1,14,9/21/2017,online,0,0,0,124,0,not_canceled
INN12917,2,0,0,3,meal_plan_1,0,room_type4,162,5/11/2018,online,0,0,0,135,0,canceled
INN12918,2,0,1,3,meal_plan_1,0,room_type1,0,8/10/2017,online,0,0,0,124,0,not_canceled
INN12919,2,0,1,3,meal_plan_1,0,room_type1,86,3/31/2018,online,0,0,0,82.45,1,not_canceled
INN12920,1,0,5,10,meal_plan_1,0,room_type4,3,5/9/2018,aviation,0,0,0,110,0,canceled
INN12921,1,0,0,1,meal_plan_1,0,room_type1,99,2/19/2018,corporate,0,0,0,81,0,not_canceled
INN12922,2,0,1,2,meal_plan_1,0,room_type1,28,12/30/2018,offline,0,0,0,141.67,1,not_canceled
INN12923,2,0,0,1,meal_plan_1,0,room_type1,4,7/15/2018,online,0,0,0,151,1,not_canceled
INN12924,2,0,1,2,meal_plan_1,0,room_type1,214,10/7/2018,online,0,0,0,103.5,0,canceled
INN12925,2,0,0,3,meal_plan_1,0,room_type1,335,10/13/2018,offline,0,0,0,90,1,not_canceled
INN12926,2,0,0,3,meal_plan_1,0,room_type4,4,9/13/2018,online,0,0,0,174.67,1,not_canceled
INN12927,2,0,2,2,meal_plan_1,0,room_type1,99,10/30/2017,offline,0,0,0,65,0,canceled
INN12928,2,2,2,1,meal_plan_1,0,room_type6,54,3/27/2018,online,0,0,0,174.9,2,not_canceled
INN12929,3,0,2,7,meal_plan_1,0,room_type7,13,7/13/2018,online,0,0,0,265.44,2,not_canceled
INN12930,2,0,2,3,meal_plan_1,0,room_type1,2,3/20/2018,online,0,0,0,130,1,not_canceled
INN12931,2,0,0,2,meal_plan_2,0,room_type1,292,7/21/2018,offline,0,0,0,115,0,canceled
INN12932,2,0,0,1,meal_plan_2,0,room_type1,219,9/4/2017,offline,0,0,0,108,0,canceled
INN12933,1,0,2,2,meal_plan_1,0,room_type1,5,11/15/2017,online,0,0,0,93.5,1,not_canceled
INN12934,1,0,0,3,meal_plan_1,0,room_type1,71,6/14/2018,offline,0,0,0,120,0,not_canceled
INN12935,2,1,0,0,meal_plan_1,0,room_type4,2,10/23/2018,complementary,1,0,1,0,1,not_canceled
INN12936,2,0,0,1,meal_plan_1,0,room_type1,105,4/6/2018,offline,0,0,0,75,0,canceled
INN12937,2,0,2,1,meal_plan_1,0,room_type1,221,10/10/2017,offline,0,0,0,65,0,not_canceled
INN12938,2,0,0,4,meal_plan_2,0,room_type1,39,12/28/2018,online,0,0,0,192.95,0,not_canceled
INN12939,2,0,2,5,not_selected,0,room_type1,111,6/13/2018,online,0,0,0,109.65,1,canceled
INN12940,2,0,0,2,meal_plan_1,0,room_type1,70,6/3/2018,offline,0,0,0,100,0,not_canceled
INN12941,1,0,0,1,meal_plan_1,0,room_type1,14,9/16/2017,online,0,0,0,114,1,not_canceled
INN12942,2,0,2,1,meal_plan_1,0,room_type1,16,10/29/2018,online,0,0,0,140,2,not_canceled
INN12943,2,0,0,3,meal_plan_1,0,room_type1,21,10/4/2018,offline,0,0,0,85,0,not_canceled
INN12944,2,0,1,0,meal_plan_1,1,room_type1,16,8/1/2018,online,0,0,0,130,1,not_canceled
INN12945,2,0,0,4,meal_plan_1,0,room_type1,28,10/20/2017,online,0,0,0,126,1,not_canceled
INN12946,2,0,1,0,not_selected,0,room_type1,69,4/10/2018,offline,0,0,0,72.25,0,not_canceled
INN12947,2,0,2,2,not_selected,0,room_type1,82,10/30/2018,online,0,0,0,59.85,1,not_canceled
INN12948,2,0,0,1,not_selected,0,room_type1,150,7/21/2018,offline,0,0,0,63.75,0,canceled
INN12949,2,0,0,3,meal_plan_1,0,room_type1,64,7/26/2018,online,0,0,0,114.3,1,not_canceled
INN12950,2,0,2,1,meal_plan_1,0,room_type1,148,8/21/2018,offline,0,0,0,72.25,0,not_canceled
INN12951,2,0,0,2,meal_plan_1,0,room_type1,308,11/25/2018,offline,0,0,0,52,0,canceled
INN12952,2,0,2,2,meal_plan_1,0,room_type1,107,12/18/2017,online,0,0,0,55.63,0,canceled
INN12953,2,0,0,2,not_selected,0,room_type1,12,10/21/2018,online,0,0,0,140,1,not_canceled
INN12954,2,0,2,3,not_selected,0,room_type1,25,9/15/2018,online,0,0,0,135,1,canceled
INN12955,2,0,2,5,not_selected,0,room_type1,17,12/29/2018,online,0,0,0,92.91,3,not_canceled
INN12956,1,0,2,1,meal_plan_1,0,room_type1,38,6/19/2018,offline,0,0,0,81,0,canceled
INN12957,3,0,1,3,meal_plan_1,0,room_type1,192,8/4/2018,online,0,0,0,130.05,0,canceled
INN12958,2,2,1,2,meal_plan_1,0,room_type6,4,4/11/2018,online,0,0,0,191,3,not_canceled
INN12959,2,0,0,2,not_selected,0,room_type2,107,6/14/2018,online,0,0,0,116.1,0,canceled
INN12960,2,0,0,3,meal_plan_1,0,room_type1,85,7/30/2017,online,0,0,0,76.5,1,not_canceled
INN12961,1,0,0,2,not_selected,0,room_type1,131,8/5/2018,online,0,0,0,72.77,2,not_canceled
INN12962,1,0,1,2,meal_plan_1,0,room_type1,256,9/14/2017,offline,0,0,0,64.33,0,not_canceled
INN12963,2,0,1,3,meal_plan_1,0,room_type1,99,4/11/2018,online,0,0,0,82.45,0,canceled
INN12964,2,0,1,3,meal_plan_1,0,room_type1,217,9/1/2018,offline,0,0,0,80.75,1,not_canceled
INN12965,2,0,1,3,meal_plan_2,0,room_type1,210,10/8/2017,offline,0,0,0,86,0,canceled
INN12966,2,0,2,3,meal_plan_1,0,room_type1,36,12/22/2018,online,0,0,0,88.4,1,not_canceled
INN12967,1,0,1,2,meal_plan_1,0,room_type1,3,10/5/2017,corporate,0,0,0,65,0,not_canceled
INN12968,1,0,0,2,meal_plan_1,0,room_type1,32,11/20/2017,offline,0,0,0,73,0,not_canceled
INN12969,1,0,0,1,not_selected,0,room_type1,0,6/17/2018,online,0,0,0,129,2,not_canceled
INN12970,2,0,2,1,meal_plan_1,0,room_type1,248,10/29/2018,online,0,0,0,74.15,0,canceled
INN12971,2,0,0,1,meal_plan_1,0,room_type1,4,2/16/2018,online,0,0,0,91,0,not_canceled
INN12972,2,0,1,1,meal_plan_1,0,room_type1,73,6/4/2018,online,0,0,0,122.4,2,not_canceled
INN12973,2,1,0,3,meal_plan_1,0,room_type1,166,8/2/2018,online,0,0,0,121.5,2,canceled
INN12974,2,0,2,2,meal_plan_1,0,room_type4,187,10/1/2018,online,0,0,0,122.4,1,canceled
INN12975,2,0,0,3,not_selected,0,room_type1,305,12/29/2018,online,0,0,0,79.5,2,canceled
INN12976,2,0,2,1,meal_plan_1,0,room_type1,40,12/26/2017,offline,0,0,0,38.67,0,not_canceled
INN12977,2,0,3,10,meal_plan_1,0,room_type1,1,8/11/2017,online,0,0,0,106.54,0,canceled
INN12978,2,0,0,4,not_selected,0,room_type1,66,8/31/2018,online,0,0,0,120.6,0,canceled
INN12979,2,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,offline,0,0,0,101.5,0,canceled
INN12980,2,0,0,5,meal_plan_1,0,room_type1,140,12/29/2017,offline,0,0,0,70,0,not_canceled
INN12981,2,0,0,1,not_selected,0,room_type1,125,6/30/2018,online,0,0,0,85.5,1,not_canceled
INN12982,2,0,0,1,meal_plan_1,0,room_type1,6,4/15/2018,online,0,0,0,131,1,not_canceled
INN12983,1,0,2,3,meal_plan_1,0,room_type1,1,9/25/2017,offline,0,0,0,86,0,not_canceled
INN12984,2,0,0,1,not_selected,0,room_type1,0,9/8/2018,online,0,0,0,149,0,not_canceled
INN12985,2,0,0,2,meal_plan_1,0,room_type1,20,10/7/2017,online,0,0,0,107,2,not_canceled
INN12986,2,2,1,2,meal_plan_1,0,room_type6,45,4/11/2018,online,0,0,0,177.3,2,not_canceled
INN12987,2,0,2,4,not_selected,0,room_type1,25,10/9/2017,online,0,0,0,101.33,2,not_canceled
INN12988,2,0,2,2,meal_plan_1,0,room_type1,134,12/4/2017,offline,0,0,0,65,0,not_canceled
INN12989,2,0,1,3,meal_plan_1,0,room_type1,43,3/14/2018,online,0,0,0,81.9,1,not_canceled
INN12990,2,1,0,1,meal_plan_1,0,room_type1,0,7/5/2018,online,0,0,0,159,0,not_canceled
INN12991,1,0,1,2,meal_plan_1,0,room_type1,180,10/10/2018,offline,0,0,0,120,1,canceled
INN12992,2,0,2,8,meal_plan_1,0,room_type1,64,8/23/2018,offline,0,0,0,105.93,0,not_canceled
INN12993,2,0,0,3,meal_plan_1,0,room_type1,103,5/4/2018,offline,0,0,0,80,0,not_canceled
INN12994,2,0,1,2,not_selected,0,room_type1,53,6/27/2018,online,0,0,0,101.1,0,canceled
INN12995,2,0,0,4,meal_plan_1,0,room_type4,190,6/8/2018,online,0,0,0,90.65,2,canceled
INN12996,2,0,1,1,meal_plan_1,0,room_type1,60,9/21/2017,offline,0,0,0,65,0,not_canceled
INN12997,1,0,1,2,meal_plan_1,0,room_type1,0,9/30/2018,corporate,0,0,0,131,0,not_canceled
INN12998,2,0,2,2,meal_plan_1,0,room_type1,42,8/14/2018,online,0,0,0,144.9,1,not_canceled
INN12999,2,0,0,2,meal_plan_1,0,room_type1,34,10/13/2017,offline,0,0,0,82.8,0,not_canceled
INN13000,1,0,0,2,meal_plan_1,0,room_type1,164,10/2/2017,offline,0,0,0,100,0,canceled
INN13001,2,0,2,5,meal_plan_1,0,room_type4,77,3/26/2018,online,0,0,0,97.02,0,canceled
INN13002,1,0,0,1,meal_plan_1,0,room_type1,22,11/17/2017,corporate,0,0,0,62,0,canceled
INN13003,2,0,0,2,meal_plan_1,0,room_type1,31,6/2/2018,offline,0,0,0,100,0,not_canceled
INN13004,2,0,0,4,not_selected,0,room_type1,24,8/2/2018,online,0,0,0,139,1,not_canceled
INN13005,2,1,1,2,meal_plan_1,1,room_type2,18,1/1/2018,online,0,0,0,119.58,2,not_canceled
INN13006,1,1,0,2,not_selected,0,room_type1,164,8/4/2018,online,0,0,0,94.5,1,not_canceled
INN13007,2,1,2,4,meal_plan_2,0,room_type1,47,10/25/2017,offline,0,0,0,159.75,2,not_canceled
INN13008,2,0,0,2,meal_plan_2,0,room_type1,256,6/15/2018,offline,0,0,0,115,1,canceled
INN13009,1,0,0,3,meal_plan_1,0,room_type1,335,10/13/2018,offline,0,0,0,80,0,not_canceled
INN13010,3,0,1,2,meal_plan_2,0,room_type1,161,3/25/2018,offline,0,0,0,130,0,canceled
INN13011,2,0,0,1,meal_plan_1,0,room_type1,0,7/29/2018,online,0,0,0,121,2,not_canceled
INN13012,2,0,1,1,not_selected,0,room_type1,63,3/28/2018,online,0,0,0,80.1,0,canceled
INN13013,2,0,2,2,meal_plan_2,0,room_type1,175,9/11/2018,online,0,0,0,152.15,1,canceled
INN13014,2,0,1,1,meal_plan_1,1,room_type1,1,10/1/2018,online,0,0,0,184,3,not_canceled
INN13015,2,0,0,1,meal_plan_1,0,room_type1,14,6/8/2018,online,0,0,0,121,1,not_canceled
INN13016,2,0,1,3,meal_plan_1,0,room_type1,285,10/3/2018,offline,0,0,0,100,0,canceled
INN13017,2,0,0,4,meal_plan_1,0,room_type4,38,11/2/2018,online,0,0,0,77.23,3,not_canceled
INN13018,2,0,0,4,meal_plan_2,0,room_type1,100,9/28/2018,offline,0,0,0,140,1,not_canceled
INN13019,2,0,2,2,meal_plan_1,0,room_type4,10,9/3/2018,online,0,0,0,156.5,0,canceled
INN13020,2,0,0,3,meal_plan_1,0,room_type1,136,8/3/2018,online,0,0,0,105.3,1,not_canceled
INN13021,2,0,2,2,meal_plan_1,0,room_type1,62,9/4/2018,online,0,0,0,98.55,2,not_canceled
INN13022,2,0,0,2,meal_plan_1,0,room_type4,2,10/9/2017,online,0,0,0,164.5,2,not_canceled
INN13023,2,0,0,1,not_selected,0,room_type1,2,12/17/2018,online,1,0,1,78,1,not_canceled
INN13024,2,0,0,3,not_selected,0,room_type1,260,9/22/2018,online,0,0,0,113.4,0,canceled
INN13025,2,0,2,5,meal_plan_1,0,room_type4,195,8/17/2018,online,0,0,0,112.2,2,canceled
INN13026,2,0,2,2,not_selected,0,room_type1,59,7/24/2018,online,0,0,0,94.5,1,not_canceled
INN13027,1,0,0,3,meal_plan_1,0,room_type1,35,11/15/2018,online,0,0,0,96,2,not_canceled
INN13028,2,0,0,1,meal_plan_1,0,room_type1,1,11/19/2018,online,0,0,0,111,0,not_canceled
INN13029,2,0,2,2,meal_plan_1,0,room_type4,121,5/14/2018,online,0,0,0,113.05,0,canceled
INN13030,2,0,0,2,meal_plan_2,0,room_type1,74,9/18/2017,offline,0,0,0,101.5,0,not_canceled
INN13031,2,0,0,3,meal_plan_1,0,room_type1,271,9/21/2018,offline,0,0,0,101.33,1,canceled
INN13032,1,0,0,3,meal_plan_1,0,room_type1,174,9/22/2018,offline,0,0,0,95.67,0,not_canceled
INN13033,2,0,0,4,meal_plan_1,0,room_type1,36,11/1/2018,online,0,0,0,91.8,1,canceled
INN13034,2,0,0,1,not_selected,0,room_type1,65,9/8/2018,online,0,0,0,125.1,2,not_canceled
INN13035,2,1,2,5,meal_plan_1,0,room_type1,97,10/17/2018,online,0,0,0,135,0,canceled
INN13036,2,0,1,2,meal_plan_1,0,room_type1,155,9/2/2018,online,0,0,0,135.9,1,canceled
INN13037,2,0,0,3,meal_plan_1,0,room_type1,12,8/5/2017,corporate,0,0,0,65,0,not_canceled
INN13038,2,0,2,1,meal_plan_1,0,room_type1,70,4/2/2018,online,0,0,0,87.3,0,canceled
